id,name,is_manufacturer
25253,"ADVANCED PLANIMETRIC SERVICES, LLC",1
25254,"NAIMCO, INC.",1
25255,THE JM KOHN CO.,1
25256,RAIING MEDICAL COMPANY,1
25257,"OTTO BOCK HEALTH CARE, LP",1
25258,"NON-INVASIVE MONITORING SYSTEMS, INC.",1
25259,CURALINE INC,1
25260,"PROSIDYAN, INC.",1
25261,"RENAL SOLUTIONS, INC.",1
25262,CONFORMIS INC.,1
25263,DERBY DENTAL LABORATORY,1
25264,"MOPAC, LTD.",1
25265,"NEUROTEK, INC.",1
25266,"TEMPE BIOMEDICAL, INC.",1
25267,FREE SUN INTL. AB,1
25268,"RICHARD HAMER ASSOC., INC.",1
25269,"SHENZHEN LAUNCH ELECTRICAL CO., LTD",1
25270,CHUAN MING PLASTIC INDUSTRIAL CO. LTD.,1
25271,ALN IMPLANTS CHIRURGICAUX,1
25272,"SCION VALLEY, INC.",1
25273,POLL MEDICAL LLC,1
25274,"CLEARFLOW, INC.",1
25275,PILLING WECK SURGICAL,1
25276,"S.H.P. INTL. PTY., LTD.",1
25277,"VJUVENATE, LLC",1
25278,"AMERICAN CONTAINER TECHNOLOGY, INC.",1
25279,P.T. IGAR JAYA,1
25280,"WELLMIEN (SUZHOU) IMPORT & EXPORT TRADING CO., LTD",1
25281,OCCUPATIONAL HEARING SERVICES,1
25282,H4D SAS,1
25283,"LASER PERIPHERALS, LLC",1
25284,NUCLETRON MFG. CORP.,1
25285,"VIDCO, INC.",1
25286,"SHENZHEN CONREE TECHNOLOGY CO.,LTD",1
25287,RALCO S.R.L.,1
25288,"ERICKSON INDUSTRIES, INC.",1
25289,"INSTRUMED INTERNATIONAL, INC.",1
25290,"MK CONQUEST INTL., INC.",1
25291,NOVAFLUX TECHNOLOGIES,1
25292,"GAUSS SURGICAL, INC.",1
25293,"NEUROSTRUCTURES, LLC",1
25294,"ENDOLAP, INC.",1
25295,CONCEPT RUBBER PRODUCTS SDN BHD,1
25296,"KAWAMOTO BANDAGE MATERIAL CO., LTD.",1
25297,"STERILOX TECHNOLOGIES, INC.",1
25298,HOFA LLC.,1
25299,"QUALITY ASSURANCE LABORATORY, INC.",1
25300,"DEPUY MITEK INC., JOHNSON AND JOHNSON COMPANY",1
25301,"CHOY MEDICAL TECHNOLOGIES, INC.",1
25302,"HYPERTEC, INC.",1
25303,"BELLA OCCHIALI, INC.",1
25304,"HEMOSTASIS, LLC",1
25305,KARMEL SONIX,1
25306,AMERICAN MEDICAL CORP.,1
25307,"COALIGN INNOVATIONS, INC.",1
25308,NE SERVICES LTD.,1
25309,"PSYCHOENERGETIC SYSTEMS, INC.",1
25310,"TRANSMEDICA, INC.",1
25311,TECHNICON INSTRUMENTS CORP.,1
25312,BD VACUTAINER SYSTEMS PREANALYICAL SOLUTIONS,1
25313,"AMPLIVOX, LTD.",1
25314,"KAPPLER, INC.",1
25315,"MEDICON CO., LTD.",1
25316,"K-SYSTEMS, KIVEX BIOTEC LTD.",1
25317,CIXI LEINUO PLASTIC CO. LTD,1
25318,ANSPACH FIXATION SYSTEMS,1
25319,"PARAGON MEDICAL AND SCIENTIFIC, INC.",1
25320,KOREAMEDICO CO. LTD.,1
25321,RAICHEM,1
25322,O2 CONCEPTS LLC,1
25323,MEDIPHYSICS PAIN CENTERS OF AMERICA,1
25324,GENZYME BIOSURGERY,1
25325,NEOLOGICA S.R.L.,1
25326,"RG ENT., INC.",1
25327,VITA-STAT,1
25328,PARKER HANNIFIN CORP.,1
25329,"WARANTEC CO.,LTD.",1
25330,"SYNMERTEX CO, LTD",1
25331,"MARS MEDICAL PRODUCTS CO., LTD.",1
25332,"RENDOSCOPY, INC.",1
25333,"DYMEDIX DIAGNOSTICS, INC.",1
25334,OMEGA MARK-3 PEN CORP.,1
25335,PERIOGIENE,1
25336,"APPLIED CARDIAC SYSTEMS, INC.",1
25337,BAUSCH AND LOMB INCORPORATED,1
25338,EUGENE SCARBERRY,1
25339,BALAK RUBBER (MALAYSIA) SDN. BHD.,1
25340,"LUMINEX MOLECULAR DIAGNOSTICS, INC.",1
25341,SMI,1
25342,"NOR-AM PATIENT CARE PRODUCTS, INC.",1
25343,"FUNDUS PHOTO, LLC",1
25344,SHENZHEN OSTO TECHNOLOGY COMPANY LIMITED,1
25345,"PNEUMOCARE, INC.",1
25346,JOHNSON & JOHNSON CONSUMER INC.,1
25347,"SP INNOVATIONS, INC.",1
25348,"BENNETT AND ASSOC., INC.",1
25349,"ACUTUS MEDICAL, INC.",1
25350,"XIAMEN ACURIO INSTRUMENTS CO., LTD",1
25351,"FUKUDA DENSHI USA, INC.",1
25352,"PROGRESSIVE CONCEPTS, INC.",1
25353,"TACTILE TECHNOLOGIES, LTD.",1
25354,"ATI MEDICAL, INC.",1
25355,BAY SHORE MEDICAL EQUIPMENT CORP.,1
25356,"GENERIC LABORATORY, LTD.",1
25357,"LINJOREL PRODUCTS, INC.",1
25358,INNOVATIVE MEDICAL SUPPLIERS,1
25359,"HORIZON MEDICAL, INC.",1
25360,"INTRAMEDICAL IMAGING, LLC",1
25361,NORTHROP GRUMMAN CORP.,1
25362,MESYNTHE LTD,1
25363,"ARCHTEK, INC.",1
25364,OD-OS GMBH,1
25365,"SRI ANUSHAM RUBBER INDUSTRIES PVT., LTD.",1
25366,"HUTCHISON INTL., INC.",1
25367,"CME TELEMETRIX, INC.",1
25368,"SOMNITEC, INC.",1
25369,DIMENSIONAL BIOCERAMICS LLC,1
25370,TAK SYSTEMS,1
25371,"TWOBIENS CO., LTD.",1
25372,STARKEY LABORATORIES,1
25373,"UNITED HEALTH TECHNOLOGY, INC.",1
25374,"ADVANCED SURGICAL INNOVATIONS, INC.",1
25375,MEDCOMP (MEDICAL COMPONENTS),1
25376,SWISSRAY MEDICAL AG,1
25377,PROGNOSYS MEDICAL SYSTEMS PRIVATE LIMITED,1
25378,"SHIJIAZHUANG GREAT VISION PLASTIC PRODUCTS CO., LT",1
25379,"SUROS SURGICAL SYSTEMS, INC, A HOLOGIC COMPANY",1
25380,LUDLOW TECHNICAL PRODUCTS,1
25381,MEDICAL SURGICAL DESIGNS,1
25382,SWANK PLUS LTD.,1
25383,"VISION PLASTICS, INC.",1
25384,"SOPHLARIL HISPANIA, S. A.",1
25385,"SENATOR LEISURE PRODUCTS, LTD.",1
25386,"TRITON TECHNOLOGY, INC.",1
25387,"PROFESSIONAL SERVICES FOR SURGEONS, LTD.",1
25388,CHINA NORTH INDUSTRIES CORP.,1
25389,"OSTEOGENICS BIOMEDICAL, INC.",1
25390,ANDOVER HEALTHCARE INC.,1
25391,"DENTSPLY INTL., INC.",1
25392,MATRIX INSTRUMENTS,1
25393,"HEARTFORCE MEDICAL, INC.",1
25394,HOLOGIC / GEN-PROBE INCORPORATED,1
25395,LEPINE GROUPE SPA.,1
25396,"POLYMER TECHNOLOGY SYSTEMS, INC. D/B/A PTS DIAGNOSTICS",1
25397,CHILDREN'S HOSPITAL & MEDICAL CENTER,1
25398,YAMATO MEDICAL CORP.,1
25399,ADIN DENTAL IMPLANTS SYSTEM LTD,1
25400,MEDTEL PTY. LTD.,1
25401,VIZTEK LLC,1
25402,PHYSIO-DYNE,1
25403,"ONKOS SURGICAL, INC.",1
25404,QUALGENIX LLC,1
25405,AUSPHARM INTL. LTD.,1
25406,"MEYER MEDICAL U.S.A., INC.",1
25407,"EUROPEAN ELECTRONIC SYSTEMS, LTD.",1
25408,"KONIGSBERG INSTRUMENTS, INC.",1
25409,"OSSTEM IMPLANT CO., LTD..",1
25410,"PROFESSIONAL DISPOSABLES INTERNATIONAL, INC.",1
25411,ANTARMA DBA GOLNIT SUTURES,1
25412,"FLOATER EYEWEAR, INC.",1
25413,"TRINITY ORTHOPEDICS, LLC",1
25414,ADVANCED MOBILITY SYSTEMS CORP.,1
25415,"PRECISION METERING, INC.",1
25416,"BIOCOMPATIBLES EYEWEAR, INC.",1
25417,YORK BIOMEDICAL INC,1
25418,M & R DIST.,1
25419,"SONOCARE, INC.",1
25420,MOLNLYCKE HEALTHCARE,1
25421,AM USA,1
25422,"HANGZHOU UNIVERSAL ELECTRONIC CO., LTD.",1
25423,SOLAR PACIFIC,1
25424,LEGGERO LLC,1
25425,ORTHOPRO LLC,1
25426,"GARRY LABORATORIES, INC.",1
25427,"LEGACY MEDICAL, INC.",1
25428,ROOTI LABS LTD.,1
25429,"B.BRAUN MEDICAL, INC",1
25430,NEUROZONE MSH INCORPORATED,1
25431,NEMECTRON GMBH,1
25432,PEGABUS EGERTON LTD,1
25433,TEKNA MED CORP.,1
25434,BEIJING LATEX FACTORY,1
25435,"SENSATRONIX MEDICAL SYSTEMS, INC.",1
25436,LASERMATIC OY,1
25437,"WUESTEC MEDICAL, INC.",1
25438,"JOCEVEST INTEROOM, INC.",1
25439,HIGHPOINT MEDICAL CORP.,1
25440,ALLIED DENTAL SOLUTIONS,1
25441,"H & B MEDICAL TECHNOLOGY, INC.",1
25442,KOSAN FAR EAST ENT. LTD.,1
25443,"SHANDONG WEIGAO ORTHOPAEDIC DEVICE CO., LTD",1
25444,GEMTIER MEDICAL (SHANGHAI) INC.,1
25445,"NORWOOD SCIENTIFIC ASSOCIATES, INC.",1
25446,"CEWAL, INC. DBA PREMIERE ENTERPRISES",1
25447,THE OWENBY CO.,1
25448,"LEICA BIOSYSTEMS IMAGING, INC.",1
25449,"KEYSTONE VETERINARY SUPPLIES, INC.",1
25450,"DYNATECH/NEVADA, INC.",1
25451,DIROS TECHNOLOGY INC.,1
25452,"INNER ACT, LLC",1
25453,"MRT, INC.",1
25454,RICH-MAR CORP.,1
25455,"OSTEOMED IMPLANTES, LTDA",1
25456,"MEDICAL TAPING SYSTEMS, INC.",1
25457,"ALLEN MEDICAL SYSTEMS, INC.",1
25458,HEALTHTEAM,1
25459,"FIBEROPTICS TECHNOLOGY, INC.",1
25460,"SHANGHAI WONDERFUL OPTO-ELECTRICS TECH. CO., LTD",1
25461,"INSTAFIL, INC.",1
25462,"VITAL METRICS, INC.",1
25463,P.T. MEDITROL,1
25464,"ST. SHINE OPTICAL CO., LTD.",1
25465,AMERICAN LASER MEDICAL,1
25466,"CPM INTERNATIONAL, INC.",1
25467,KOIKE MEDICAL CO.,1
25468,"ESM TECHNOLOGIES, LLC.",1
25469,"RED WING IMAGING, INC.",1
25470,CALDERA MEDICAL,1
25471,VISION RT LIMITED,1
25472,"PRO MEDICAL SUPPLIES, INC.",1
25473,"BRANCHPOINT TECHNOLOGIES, INC.",1
25474,"BIO-PROBE, INC.",1
25475,CALIFORNIA ENT.,1
25476,ARANZ MEDICAL LIMITED,1
25477,"NASOSTAT, INC.",1
25478,"INTL. DIAGNOSTIC LABORATORIES, LTD.",1
25479,"INTL. OPTICAL MFG. CO., LTD.",1
25480,GRAD-LINE CORP.,1
25481,COX-UPHUFF INTL.,1
25482,DALE T. DUPUIS,1
25483,"INNOVATIVE MEDICAL TECHNOLOGIES, INC.",1
25484,"HOSPITAL DISPOSABLES, INC.",1
25485,BVR AERO PRECISION CORP.,1
25486,"SALUTRON, INC.",1
25487,"RADIOLOGY INFORMATION SYSTEMS, INC.",1
25488,RADIOMETER BASEL AG,1
25489,"INSTRUMENTARIUM DENTAL, PALODEX GROUP OY",1
25490,"R2 DIAGNOSTICS, INC.",1
25491,MEDITERA TIBBI MALZEME SAN. VE TIC. A.S.,1
25492,"GENERAL ROBOTIC DEVICES, INC.",1
25493,SOLANA SURGICAL LLC,1
25494,REMEDENT NV,1
25495,"HEALTHONICS, INC.",1
25496,"MEDI NUCLEAR CORP., INC.",1
25497,MACLIN POWER INC.,1
25498,VARIAN INC,1
25499,"TEMPRA TECHNOLOGY, INC.",1
25500,"SB LUCIUS, INC.",1
25501,TOBY ORTHOPAEDICS,1
25502,TRICE MEDICAL,1
25503,"MICROSURGICAL LABORATORIES,INC.DBA WEXLER SURGICAL",1
25504,"PRODUCTES DEL LATEX, S.A.",1
25505,DSP WORLDWIDE,1
25506,ENTERIX INC.,1
25507,"APPLIED POLYTECHNOLOGY, INC.",1
25508,"AZE, LTD.",1
25509,BIOMEDICAL SYSTEMS CORP.,1
25510,"NANOFIBER SOLUTIONS, LLC",1
25511,TERUMO MEDICAL CORPORATION,1
25512,"THM BIOMEDICAL, INC.",1
25513,"BIOSTRUCTURES, LLC",1
25514,"GE MED. SYSTEMS ULTRASOUND & PRIM. CARE DIAG.,LLC",1
25515,"SCION CARDIO-VASCULAR, INC.",1
25516,THEKEN SPINE LLC,1
25517,COLEMAN LABORATORIES CORP.,1
25518,"IMRIS, INC.",1
25519,"HANDTRONIX, INC.",1
25520,CELXCEL PTY LTD,1
25521,MOKSHA DIGITAL SOFTWARE PVT LIMITED,1
25522,SYNOVIS ORTHOPEDIC & WOUNDCARE,1
25523,"SPIRE MEDICAL, INC.",1
25524,"AMERICAN GEMINI, INC.",1
25525,"PJUR GROUP,LUXEMBOURG S.A.",1
25526,OLYMPUS CORP OF AMERICA,1
25527,"ZIBO CHENGXUN AUTOMATIC DEVICE CO., LTD",1
25528,"ELECTRONIC DIAGNOSTICS, INC.",1
25529,BRAINLAB MEDIZINISCHE COMPUTERSYSTEME GMBH,1
25530,BARD PERIPHERAL VASCULAR,1
25531,ENCORE MEDICAL CORPORATION,1
25532,UNOPLAST A/S,1
25533,"RADFORMATION, INC.",1
25534,"COSMETIC SCIENCES, INC.",1
25535,PROFESSIONAL DIALYSIS PRODUCTS,1
25536,MEDEGEN MEDICAL MANUFACTURING SERVICES,1
25537,"TANDEM MEDICAL, INC.",1
25538,"APOLLO SPINE, INC.",1
25539,"AVION MEDICAL PRODUCTS, INC.",1
25540,"GENESIS ORTHOPEDICS, INC.",1
25541,B.G. ORTHOPEDIC CORP.,1
25542,"ORICH MEDICAL EQUIPMENT (TIANJIN CO., LTD.",1
25543,THE HELENE EDGAR CORP.,1
25544,SSI DIAGNOSTICA A/S,1
25545,SPINE INNOVATION LLC,1
25546,"SONOSITE,INC.",1
25547,"COSMESEARCH, INC.",1
25548,YPSOMED AG,1
25549,TARSUS MEDICAL INC.,1
25550,"OMEGAPOINT SYSTEMS, LLC",1
25551,"LIGHTMED USA, INC",1
25552,HARPO INDUSTRIES,1
25553,"NONIN MEDICAL, INC.",1
25554,BIOVISION AG,1
25555,"FUJIREBIO DIAGNOSTICS, INC.",1
25556,"SIAN-YU INDUSTRIAL CO., LTD.",1
25557,"MULTISCAN, INC.",1
25558,DERMACARE,1
25559,ACKERMANN INSTRUMENTE GMBH,1
25560,PREVENTION SCIENCES,1
25561,"TOSHIBA MEDICAL SYSTEMS COPORATION, JAPAN",1
25562,"STERITEC PRODUCTS, INC.",1
25563,QUALITY MEDICAL SOLUSIONS LLC,1
25564,STAR REFINING PRECIOUS METALS SOUTH AFRICA,1
25565,VIAL MEDICAL LTD.,1
25566,ERECORDS LIMITED,1
25567,PIEDMONT SPORTS MEDICINE & ORTHOPAEDIC CLINIC,1
25568,"J.B.S., S.A.",1
25569,"TRUE DIAGNOSTICS, INC",1
25570,"ORTHOVITA, INC.",1
25571,SUTTER CORP.,1
25572,BIOMET CORPORATION,1
25573,"CYMED, INC.",1
25574,"GAINOR MEDICAL EUROPE, LTD.",1
25575,"MASTER MEDICAL SERVICES, INC.",1
25576,"PERSONAL PRODUCTS COMPANY, DIV. OF MCNEIL-PPC, INC",1
25577,MEDEGEN MEDICAL MANUFACTURING SYSTEM,1
25578,"J & J SOLUTIONS, INC. D/B/A/CORVIDA MEDICAL",1
25579,"NATIONAL MEDICAL CARE, MEDICAL PRODUCTS DIV., INC.",1
25580,FORUM ENGINEERING TECHNOLOGIES (96) LTD.,1
25581,"BETTER CARE PLASTIC TECHNOLOGY CO., LTD.",1
25582,GARDIA MEDICAL LTD.,1
25583,"MONOGRAM INTERNATIONAL,INC.",1
25584,"SOUTHLAND, LTD.",1
25585,"SENO MEDICAL INSTRUMENTS, INC.",1
25586,"DIAMOND SYSTEMS USA, INC.",1
25587,KOFU FACTORY OF TERUMO CORP.,1
25588,"SEEDINGS LIFE SCIENCE VENTURES, LLC",1
25589,LEMPERT OPHTHALMIC INSTRUMENTS,1
25590,THE S. S. WHITE CO.,1
25591,"MEDIPHOTONIX, LC",1
25592,"EIGHT CORNERS, INC.",1
25593,HERTART,1
25594,"E. R. SQUIBB & SONS, INC.",1
25595,"RALIN LABORATORIES, INC.",1
25596,"MAGNETIC RESONANCE PLUS, INC.",1
25597,LIOFILCHEM S.R.L,1
25598,A C COSSOR & SON (SURGICAL) LIMITED,1
25599,CLINICAL CONTROLS,1
25600,"HEALTHETECH, INC.",1
25601,HERBERT STANLEY CO.,1
25602,"LUMEDICS, LTD.",1
25603,AMERICAN TOOTH INDUSTRIES,1
25604,"GRESCO INTERNATIONAL, INC.",1
25605,TENMA CO. LTD.,1
25606,GENERAL SCIENTIFIC CORP.,1
25607,COMPRESSION WORKS LLC,1
25608,DOUGLAS C. MCKEE & CO.,1
25609,"PRECISION SURGICAL INSTRUMENT, INC.",1
25610,COOPER-HEWITT ELECTRIC CO.,1
25611,CACHET PHARMACEUTICALS PVT. LTD.,1
25612,AXCAN SCIENTIFIC CORP.,1
25613,"PROVIDENCE GLOBAL MEDICAL, INC.",1
25614,AXIS-SHIELD POC AS,1
25615,RICHARD G. LINDSAY,1
25616,"COAPT, LLC",1
25617,"HEADSTAR MEDICAL PRODUCTS CO., LTD",1
25618,"MWI, INC.",1
25619,"YONGHE PLASTIC PRODUCTS CO., LTD.",1
25620,SUPERIOR PLASTIC PRODUCTS CORP.,1
25621,"3D ULTRASOUND, INC.",1
25622,"COSMEDENT, INC.",1
25623,PROPEL ORTHODONTICS LLC,1
25624,CMA MICRODIALYSIS AB,1
25625,DOUGLAS JAMES DONALDSON COMPLIANCE SERVICES,1
25626,"GENEMED, INC.",1
25627,"ELI LILLY AND COMPANY, INC.",1
25628,CONSOLIDATED STORES CORP.,1
25629,"VASOCOR, INC.",1
25630,SAPIMED S.P.A.,1
25631,"SPR THERAPEUTICS, LLC",1
25632,"BIOMEDICAL ENTERPRISES, INC.",1
25633,DOOSAN CORP.,1
25634,TRANS-MED CORP.,1
25635,ADAC LABORATORIES,1
25636,WENZEL SPINE,1
25637,"MICORI GIFTS, INC.",1
25638,EMORY UNIVERSITY SCHOOL OF MEDICINE,1
25639,"BIOTOP TECHNOLOGY CO., LTD.",1
25640,THE HYMED GROUP CORP.,1
25641,"CUSTOM MEDICAL PRODUCTS, INC.",1
25642,"NANOEN TEK, INC.",1
25643,MONARCH MEDICAL TECHNOLOGIES,1
25644,GRASEBY ANDERSEN,1
25645,"CONCEPTUS, INC.",1
25646,"KEYSTONE X-RAY, INC.",1
25647,SILONY MEDICAL GMBH,1
25648,RAHN LABORATORIES,1
25649,M.M.R. GLOVES PRIVATE LTD.,1
25650,ATOMIC ENERGY OF CANADA,1
25651,MEDICAL INFORMATICS CORP,1
25652,STAT MEDICAL CORP.,1
25653,"STARKEY LABORATORIES, INC.",1
25654,"MED-TOOL, INC.",1
25655,"NEUROVISION, INC.",1
25656,R.J. STANDARD CORP.,1
25657,"IAME, INC.",1
25658,WFR/AQUAPLAST CORP.,1
25659,FARALLON MEDIAL INC,1
25660,"AMERICAN ANESTHESIA, INC.",1
25661,"DIGITAL BODY SYSTEMS, INC.",1
25662,"SHENZHEN OSTO TECHNOLOGY CO., LTD.",1
25663,"J.R. MEDICAL TECHNOLOGIES, INC.",1
25664,"MEDICAL Z, S.A.",1
25665,CORDIC CORP.,1
25666,"E.B.S., INC.",1
25667,IDEMSA,1
25668,EVER GLOBAL ENTERPRISE CORPORATION,1
25669,"OTRES, LLC.",1
25670,"CANON, INC",1
25671,"COMEG USA, INC.",1
25672,FAXITRON X-RAY CORP.,1
25673,"SHIJIAZHUANG STAR PLASTIC CO., LTD",1
25674,"CHONGQING PENINSULA MEDICAL TECHNOLOGY CO., LTD.",1
25675,MONICA VEYTIA,1
25676,INGENJORSFIRMAN BJORN BERGDAHL AB,1
25677,"LASERMED, INC.",1
25678,KDK CORP.,1
25679,RENAL SOLUTIONS INC.,1
25680,"GLOBAL ORTHOPAEDIC TECHNOLOGY, USA, INC.",1
25681,NAVACO LABORATORIES,1
25682,"MILES, INC.",1
25683,"ANAGO, INC.",1
25684,THYSSENKRUPP ACCESSIBILITY B.V.,1
25685,IVENT CORP.,1
25686,VARNUM CORP.,1
25687,"NEUROTRON, INC.",1
25688,MED SCIENCE,1
25689,STRAUMANN USA LLC,1
25690,"DICTUM HEALTH, INC.",1
25691,ARCOFIELD LTD.,1
25692,GLUCOPLUS INC,1
25693,"TTJ BIOMEDICAL, LLC.",1
25694,"CYTORI THERAPEUTICS, INC.",1
25695,"BRUNO INDEPENDENT LIVING AIDS, INC.",1
25696,"MODERN SYSTEMS, INC.",1
25697,TRU-TRAC,1
25698,"ECLIPSE AESTHETICS, LLC",1
25699,"JIEA CHAO ENT. CO., LTD.",1
25700,SHANGHAI 3F ELECTRONICS CO LTD,1
25701,"JIANGSU YOAI TECHNOLOGY CO., LTD.",1
25702,"PYMAH CORP., ATI DIV.",1
25703,COMMAND MEDICAL PRODUCTS,1
25704,"GUS COMPANY, INC.",1
25705,"HEBEI SHENZICHEN PLASTIC & RUBBER PRODUCTS CO., LT",1
25706,GULFSTREAM MEDICAL,1
25707,"HADLEIGH HEALTH TECHNOLOGIES, LLC",1
25708,"ELSOHLY LABS, INC.",1
25709,"WESTMED, INC.",1
25710,"ADVANCED SURGICAL, INC.",1
25711,MEDICAL PERSPECTIVES CORP.,1
25712,MOORE/GOBEL,1
25713,"DEL MAR REYNOLDS MEDICAL, INC.",1
25714,MAYO MEDICAL VENTURES,1
25715,"EVEREST SPINE, LLC",1
25716,"MADE PLASTIC CO., LTD.",1
25717,INTL. MEDICAL ELECTRONICS LTD.,1
25718,"OPTO VISION, INC.",1
25719,ANDREW SURGICAL,1
25720,"J-MAC SYSTEM, INC.",1
25721,CAROLINA MEDICAL PRODUCTS CO.,1
25722,EYEQUICK.LLC,1
25723,"ZIMMER, INC.",1
25724,GROMAN INC.,1
25725,"INTERPHASE IMPLANTS, INC.",1
25726,SPIRITUS TECHNOLOGIES LLC,1
25727,"PALOMAR MEDICAL TECHNOLOGIES, INC.",1
25728,"FELTON INTERNATIONAL, INC.",1
25729,W.O.M. GMHB,1
25730,ECHOTECH 3D IMAGING SYSTEMS GMBH,1
25731,"DRUMMOND INDUSTRIES, INC.",1
25732,"STRENUMED, INC.",1
25733,"PHYSICAL DIAGNOSTICS, INC.",1
25734,"KINETIC CONCEPTS, INC.",1
25735,QUANTUM MEDICAL IMAGING DIVISON OF CARESTREAM,1
25736,"MIZUHO AMERICA, INC.",1
25737,ANAXDENT GMBH,1
25738,SIGHT DIAGNOSTICS LTD.,1
25739,EUROGENETICS,1
25740,"KUNSHAN HI-FORTUNE HEALTH PRODUCTS CO.,LTD.",1
25741,ALLERGAN MEDICAL OPTICS,1
25742,"HANSA RESEARCH & DEVELOPMENT, INC.",1
25743,MASTER & FRANK ENTERPRSES CO.LTD.,1
25744,"UPLEVITY, INC.",1
25745,REPROCESSING PRODUCTS CORP.,1
25746,CHAMP INTERNATIONAL CORP.,1
25747,NICAL,1
25748,"WOUNDVISION, LLC",1
25749,"KERAVISION, INC.",1
25750,"SAC, LLC DBA PINNACLE MEDICAL SURGICAL",1
25751,"COMPRESSION SPLINT PRODUCTS, INC.",1
25752,ANTON MEYER & CO. LTD.,1
25753,"SOHNIKS ENDOSCOPY, INC.",1
25754,"BERKOWITS SCHOOL OF ELECTROLYSIS, INC.",1
25755,ACUTE IDEAS CO. LTD.,1
25756,"SHANDONG ZHIYUAN MEDICAL PRODUCTS CO., LTD.",1
25757,"QUANTEL MEDICAL, INC.",1
25758,"MEDFUSION, INC.",1
25759,PERMA LABORATORIES,1
25760,DENTECH CORP.,1
25761,PARADIGM SPINE,1
25762,OPTIM LLC,1
25763,AMEDIC AB,1
25764,IMM ENTERPRISES LTD.,1
25765,"AQUINTEL, INC.",1
25766,OMNI SURGICAL LLC DBA SPINE360,1
25767,"EZMT VALVE CO., INC.",1
25768,HEALTHSOUTH MEDICAL CENTER,1
25769,"NIMBLE, INC.",1
25770,"SHIJIAZHUANG HONGRAY PLASTIC PRODUCTS CO., LTD.",1
25771,"TAI SHENG ELECTRICAL MACHINERY CO., LTD.",1
25772,"NATIONAL SYRINGE DISPOSAL, INC.",1
25773,"JENSEN INDUSTRIES, INC.",1
25774,"SHAPE MEDICAL SYSTEMS, INC",1
25775,POTOMAC MEDICAL SYSTEM,1
25776,"VASOGENICS, INC.",1
25777,MCKESSON TECHNOLOGIES INC.,1
25778,"WILSA, INC.",1
25779,ZEISS,1
25780,"ONCOBIONICS, INC.",1
25781,NEOMEDIC INTERNATIONAL,1
25782,ROYAL FLASH ENTERPRISE CO. LTD.,1
25783,"ROLAND J. ZWICK, INC.",1
25784,"BRENTWOOD MEDICAL PRODUCTS, INC.",1
25785,"UE LIFESCIENCES, INC.",1
25786,"ACCESS POINT MEDICAL, L.L.C.",1
25787,OSTEO AG,1
25788,"VIVA-TEK ASSOC., INC.",1
25789,"SPARTEK MEDICAL, INC.",1
25790,"BIO-FEEDBACK SYSTEMS, INC.",1
25791,ORTHOSCAN LTD.,1
25792,MICROLIFE INTELLECTUAL PROPERTY GMB,1
25793,RICHARDO MANUFACTURING CO.,1
25794,LUMENIS LTD,1
25795,"GOLDEN RULE TANNING CO., INC.",1
25796,"BAXTER BENTLEY LABORATORIES, INC.",1
25797,"MERITS HEALTH PRODUCTS CO., LTD.",1
25798,"NORTHWIND TECHNOLOGIES, CORP.",1
25799,"SINGER MEDICAL PRODUCTS, INC.",1
25800,"CHONGQING SUNKINGDOM MEDICAL INSTRUMENT CO., LTD",1
25801,HAIKOU LATEX FACTORY,1
25802,"HEATMAX MFG., INC.",1
25803,UNIVERSAL MEDICAL INSTRUMENT CORP.,1
25804,JEROME MEDICAL,1
25805,AKERVALL TECHNOLOGIES INC,1
25806,"WATERS MEDICAL SYSTEMS, LLC",1
25807,TANNHUT,1
25808,SURGICAL INNOVATIONS GROUP PLC,1
25809,"COMPUTER MOTION, INC.",1
25810,"ANALYTAB PRODUCTS, INC.",1
25811,"EK HONG RUBBER INDUSTRY (THAILAND) CO., LTD.",1
25812,"SELECT FABRICATORS, INC.",1
25813,MINT MEDICAL GMBH,1
25814,CONNOISSEURS PRODUCTS CORP.,1
25815,"K & P TRADING CO., INC.",1
25816,"ORTHOPEDIATRICS, CORP.",1
25817,"UROCOR, INC.",1
25818,AMERIMED US CORP.,1
25819,"ACE MEDICAL US, LLC",1
25820,"ANATOMAGE, INC",1
25821,OSSPRAY LTD,1
25822,"DIALYSIS MEDICAL SOLUTIONS, LLC",1
25823,"AMERASIA IMPORT-EXPORT, INC.",1
25824,"EUROSUN, INC.",1
25825,PAN GLOBAL IMPLANT,1
25826,AMS,1
25827,DEXTERA SURGICAL INC.,1
25828,"SWEDEN DIAGNOSTICS (US), INC.",1
25829,IOTEC INDUSTRIES,1
25830,ORPLEX CORP.,1
25831,TRI-DELTA INTL.,1
25832,"ARKRAY, INC.",1
25833,IMMUNO-DIAGNOSTIC LABORATORIES,1
25834,BIEDERMANN MOTECH GMBH,1
25835,"SURMODICS, INC.",1
25836,MEDICAL DEVICE ADVISORY DEVELOPMENT GROUP,1
25837,"ZHONGSHAN BISEN PLASTIC ELECTRONIC PRODUCTS CO.,LTD.",1
25838,SIMUPLAN S.L.,1
25839,"CHANGZHOU SINOLINKS MEDICAL INNOVATION CO., LTD",1
25840,"SHENZHEN NEW INDUSTRIES BIOMEDICAL ENGINEERING CO., LTD",1
25841,"ELECTRO MEDICAL SYSTEMS, INC.",1
25842,"ARTHROSURFACE, INC",1
25843,"CORVENTIS, INC.",1
