id,review_panel,medical_specialty,device_name,device_class,unclassified_reason_code,gmp_exempt_flag,third_party_review_eligible,third_party_review_code,regulation_number,submission_type,implant_flag,life_sustain_support_flag,summary_malfunction_reporting
OTV,CH,,Research Use Only/Clinical Chemistry Devices,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
OTW,TX,,Research Use Only/Clinical Toxicology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
OTX,NE,PM,Foot Wrap For Treating Restless Leg Syndrome Symptoms,1,,0,0,,890.576,510(K) Exempt,0,0,1
OTZ,OP,OP,Graft Insertion Instrument For Endothelial Keratoplasty,1,,0,0,,886.43,510(K),0,0,1
OUB,SU,SU,Instrument For Treatment Of Hyperhidrosis,2,,0,1,,878.44,510(K),0,0,1
OUC,MI,MI,Norovirus Serological Reagent,2,,0,0,,866.3395,510(K) Exempt,0,0,0
OUE,IM,CH,Micro Total Analysis Instrument System,2,,0,0,,862.257,510(K) Exempt,0,0,1
OUF,TX,TX,Everolimus Immunoassay,2,,0,0,,862.384,510(K),0,0,1
OUG,HO,HO,Medical Device Data System,1,,0,0,,880.631,510(K) Exempt,0,0,1
OUH,SU,SU,Skin Resurfacing Rf Applicator,2,,0,0,,878.44,510(K),0,0,1
OUJ,HO,RA,"High Level Disinfection Reprocessing Instrument For Ultrasonic Transducers, Mist",2,,0,1,,892.157,510(K),0,0,0
OUK,HO,SU,Surgical Mask With Antimicrobial/Antiviral Agent,2,,0,0,,878.404,510(K),0,0,1
OUL,CH,CH,"Thermocycler, Generic",1,,0,0,,862.231,510(K) Exempt,0,0,1
OUM,OP,OP,"Adaptometer (Biophotometer), Software-Based Data Acquisition And Stimulus Generation",1,,0,0,,886.105,510(K) Exempt,0,0,1
OUO,RA,RA,Tomographic Imager Combining Emission Computed Tomography With Nuclear Magnetic Resonance,2,,0,0,,892.12,510(K),0,0,1
OUP,SU,SU,Powered Surgical Instrument For Improvement In The Appearance Of Cellulite,2,,0,0,,878.479,510(K),0,0,1
OUR,OR,OR,Sacroiliac Joint Fixation,2,,0,0,,888.304,510(K),1,0,1
OUS,MI,MI,Methicillin Resistant Staphylococcus Aureus/Methicillin Susceptible Staphylococcus Aureus Blood  Culture Test Bt,1,,0,1,,866.205,510(K),0,0,0
OUT,NE,,Intracranial Aneurysm Flow Diverter,3,,0,0,,,PMA,1,0,0
OUU,NE,,Polymeric Neurovascular Embolization,HDE,,0,0,,,HDE - Humanitarian Device Exemption,1,0,0
OUW,HO,HO,"Infant Positioner, Rx, Use In Highly Monitored Setting",1,,0,1,,880.568,510(K),0,0,0
OUY,MI,IM,Trichomonas Vaginalis Nucleic Acid Amplification Test System,2,,0,0,,866.386,510(K),0,0,1
OUZ,MI,MI,Nucleic Amplification Assays For The Detection Of Leishmania Nucleic Acids,1,,0,0,,866.387,510(K),0,0,1
OVA,CH,CH,Complete Gene Expression Profiling Accessory Reagents,2,,0,0,,862.257,510(K) Exempt,0,0,1
OVB,RA,RA,Hydrogel Spacer,2,,0,0,,892.5725,510(K),0,0,1
OVC,NE,,Headframe,Not classified,For Export Only,1,0,,,Contact ODE,0,0,1
OVD,OR,OR,"Intervertebral Fusion Device With Integrated Fixation, Lumbar",2,,0,0,,888.308,510(K),1,0,1
OVE,OR,OR,"Intervertebral Fusion Device With Integrated Fixation, Cervical",2,,0,0,,888.308,510(K),1,0,1
OVF,MI,MI,"Assay, Direct, Nucleic Acid Amplification, Q Fever",1,,0,0,,866.35,510(K),0,0,1
OVG,HE,,Magnetic Cell Selection System For Cd34+ Cells From Hpc-Apheresis Used In Treatment Of Acute Myeloid Leukemia (Aml),HDE,,0,0,,,HDE - Humanitarian Device Exemption,1,1,1
OVJ,CV,CV,"Pulse Generator, External Pacemaker, Dual Chamber",2,,0,0,,870.36,510(K),0,1,0
OVK,IM,IM,Cytokeratin Fragments 21-1 Eia Kit,2,,0,1,,866.601,510(K),0,0,1
OVL,GU,,"Hemodialyzer, High Cut-Off",HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
OVN,SU,SU,Suture Kit,2,,0,0,,878.483,Enforcement Discretion,0,0,1
OVO,OR,,"Prosthesis, Hip, Semi-Constrained, Ceramic-On-Metal Articulation",3,,0,0,,,PMA,1,0,1
OVP,NE,PM,Vibratory Counter-Stimulation,2,,0,0,,882.5895,510(K) Exempt,0,0,1
OVQ,PA,IM,Chronic Lymphocytic Leukemia Fish Probe Kit,2,,0,1,,866.604,510(K),0,0,1
OVR,HO,SU,"Kit, First Aid, Talking",1,,0,0,,878.4014,510(K) Exempt,0,0,1
OVX,OB,,Water Immersion Labor Pool,Not classified,Enforcement Discretion,0,0,,,Enforcement Discretion,0,0,1
OVY,HO,HO,Liquid Chemical Processing System,2,,0,0,,880.6887,510(K),0,0,0
OVZ,OR,OR,"Pin, Fixation, Resorbable, Hard Tissue",2,,0,0,,888.304,510(K),1,0,1
OWB,RA,RA,Interventional Fluoroscopic X-Ray System,2,,0,1,,892.165,510(K),0,0,1
OWD,IM,,Somatic Gene Mutation Detection System,3,,0,0,,,PMA,0,0,0
OWE,PA,,"Fluorescence In Situ Hybridization, Anaplastic Lymphoma Kinase, Gene Rearrangement",3,,0,0,,,PMA,0,0,0
OWF,MI,MI,"Immunohistochemical Assay, Helicobacter Pylori",1,,0,1,,866.311,510(K),0,0,0
OWI,OR,OR,"Bone Fixation Cerclage, Sublaminar",2,,0,0,,888.301,510(K),1,0,1
OWK,PA,IM,Early Growth Response 1 (Egr) Fish Probe Kit,2,,0,1,,866.604,510(K),0,0,1
OWL,HO,HO,Peripheral Catheter Insertion Kit,2,,0,0,,880.52,Enforcement Discretion,0,0,1
OWM,PA,IM,"Prostate-Specific Antigen (Psa) For Prognostic, Recurrence Risk Assessment Of Prostate Cancers",2,,0,0,,866.604,510(K),0,0,1
OWN,SU,GU,Confocal Optical Imaging,2,,0,0,,876.15,510(K),0,0,1
OWO,EN,,Drug-Eluting Sinus Stent,3,,0,0,,,PMA,1,0,1
OWP,HO,HO,Biological Sterilization Process Indicator With Recombinant-Dna Plasmid,2,,0,0,,880.2805,510(K),0,0,1
OWQ,CV,CV,Reprocessed Intravascular Ultrasound Catheter,2,,0,0,,870.12,510(K),0,0,1
OWR,SU,SU,"Mesh, Surgical, Non-Absorbable, Facial Implants For Plastic Surgery",2,,0,0,,878.33,510(K),1,0,1
OWS,SU,SU,"Mesh, Surgical, Collagen, Plastics, Facial Implants",2,,0,0,,878.33,510(K),1,0,1
OWT,SU,SU,"Mesh, Surgical, Absorbable, Abdominal Hernia",2,,0,0,,878.33,510(K),1,0,0
OWU,SU,SU,"Mesh, Surgical, Non-Absorbable, Diaphragmatic Hernia",2,,0,0,,878.33,510(K),1,0,0
OWV,SU,SU,"Mesh, Surgical, Collagen, Diaphragmatic Hernia",2,,0,0,,878.33,510(K),1,0,0
OWW,SU,SU,"Mesh, Surgical, Absorbable, Orthopaedics, Reinforcement Of Tendon",2,,0,0,,878.33,510(K),1,0,1
OWX,SU,SU,"Mesh, Surgical, Non-Absorbable, Orthopaedics, Reinforcement Of Tendon",2,,0,0,,878.33,510(K),1,0,1
OWY,SU,SU,"Mesh, Surgical, Collagen, Orthopaedics, Reinforcement Of Tendon",2,,0,0,,878.33,510(K),1,0,1
OWZ,SU,SU,"Mesh, Surgical, Absorbable, Thoracic, Chest Wall Reconstruction",2,,0,0,,878.33,510(K),1,0,1
OXA,SU,SU,"Mesh, Surgical, Non-Absorbable, Thoracic, Chest Wall Reconstruction",2,,0,0,,878.33,510(K),1,0,1
OXB,SU,SU,"Mesh, Surgical, Collagen, Thoracic, Chest Wall Reconstruction",2,,0,0,,878.33,510(K),1,0,1
OXC,SU,SU,"Mesh, Surgical, Absorbable, Staple Line Reinforcement",2,,0,0,,878.33,510(K),1,0,1
OXD,SU,SU,"Mesh, Surgical, Non-Absorbable, Staple Line Reinforcement",2,,0,0,,878.33,510(K),1,0,1
OXE,SU,SU,"Mesh, Surgical, Collagen, Staple Line Reinforcement",2,,0,0,,878.33,510(K),1,0,1
OXF,SU,SU,"Mesh, Surgical, Absorbable, Plastic And Reconstructive Surgery",2,,0,0,,878.33,510(K),1,0,0
OXG,SU,SU,"Mesh, Surgical, Non-Absorbable, Plastic And Reconstructive Surgery",2,,0,0,,878.33,510(K),1,0,0
OXH,SU,SU,"Mesh, Surgical, Collagen, Plastic And Reconstructive Surgery",2,,0,0,,878.33,510(K),1,0,0
OXI,SU,SU,"Mesh, Surgical, Absorbable, Large Abdominal Wall Defects",2,,0,0,,878.33,510(K),1,0,0
OXJ,SU,SU,"Mesh, Surgical, Non-Absorbable, Large Abdominal Wall Defects",2,,0,0,,878.33,510(K),1,0,0
OXK,SU,SU,"Mesh, Surgical, Collagen, Large Abdominal Wall Defects",2,,0,0,,878.33,510(K),1,0,0
OXL,SU,SU,"Mesh, Surgical, Absorbable, Organ Support",2,,0,0,,878.33,510(K),1,0,1
OXM,SU,SU,"Mesh, Surgical, Absorbable, Fistula",2,,0,0,,878.33,510(K),1,0,0
OXN,SU,SU,"Mesh, Surgical, Collagen, Fistula",2,,0,0,,878.33,510(K),1,0,0
OXO,RA,RA,"Image-Intensified Fluoroscopic X-Ray System, Mobile",2,,0,1,,892.165,510(K),0,0,1
OXP,PA,IM,"Dna-Probe Kit, Human Chromosome X And Y, Bmt Engraftment",2,,0,1,,866.601,510(K),0,0,1
OXQ,SU,HO,Dressing Change Tray,1,,0,0,,880.5075,Enforcement Discretion,0,0,1
OXR,TX,,5-Fluorouracil Assay,Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
OXT,SU,SU,Percutaneous Surgical Set With Attachments,2,,0,0,,878.4805,510(K),0,0,1
OXW,OP,,"Stimulator, Electrical, Transcutaneous, For Diabetic Retinopathy",Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
OXZ,HO,SU,Pediatric/Child Facemask,2,,0,0,,878.404,510(K),0,0,1
OYA,IM,,P2psa,3,,0,0,,,PMA,0,0,0
OYB,MI,,"Kit, Rna Detection, Human Papillomavirus",3,,0,0,,,PMA,0,0,0
OYC,CH,,"Pump, Infusion, Insulin, To Be Used With Invasive Glucose Sensor",3,,0,0,,,PMA,0,0,0
OYD,SU,,Optical Diagnostic Device For Melanoma Detection,3,,0,0,,,PMA,0,0,1
OYE,HE,HE,Flow Cytometric Reagents And Accessories.,2,,0,1,,864.522,510(K),0,0,0
OYF,GU,,Aspiration Therapy System,3,,0,0,,,PMA,1,0,1
OYG,CH,CH,St2 Assay,2,,0,0,,862.1117,510(K),0,0,1
OYH,DE,DE,Orthodontic Vibratory Accessory,2,,0,1,,872.547,510(K),0,0,1
OYI,AN,AN,Non-Bronchoscopic Bronchoalveolar Lavage Catheter,1,,0,0,,868.681,510(K) Exempt,0,0,1
OYJ,CH,CH,"Dna Specimen Collection, Saliva",2,,0,0,,862.1675,510(K),0,0,0
OYK,OR,OR,Ankle Arthroplasty Implantation System,2,,0,0,,888.311,510(K),0,0,1
OYL,IM,IM,Tryptase Assay System,2,,0,1,,866.576,510(K),0,0,1
OYM,IM,,Prostrate Cancer Genes Nucleic Acid Amplification Test System,3,,0,0,,,PMA,0,0,0
OYO,OB,OB,"Culture, Intravaginal, Assisted Reproduction",2,,0,0,,884.6165,510(K),0,0,0
OYP,MI,MI,Anti-Jcv Antibody Detection Assay,2,,0,0,,866.3336,510(K),0,0,1
OYR,OR,,"Filler, Bone Void, Recombinant Platelet-Derived Growth Factor",Not classified,For Export Only,0,0,,,Contact ODE,1,1,1
OYS,HO,HO,Patient Bed With Canopy/Restraints,1,,0,0,,880.676,510(K) Exempt,0,0,1
OYT,HE,,"Blood Establishment Computer Software, User Developed",Unclassified,Pre-Amendment,0,0,,,510(K) Exempt,0,0,1
OYU,PA,IM,"Dna-Probe Kit, Human Chromosome",2,,0,0,,866.47,510(K),0,0,1
OYV,IM,IM,Inherited Nucleotide Repeat Disorder Dna Test,2,,0,0,,866.597,510(K),0,0,1
OYW,SU,SU,"Laser, Cellulite Appearance",2,,0,1,,878.481,510(K),0,0,1
OYX,PA,MG,Bcr/Abl1 Monitoring Test,2,,0,0,,866.606,510(K),0,0,1
OYY,IM,,Leukemia Translocation Panel Multiplex Test,Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
OYZ,MI,MI,Group A Streptococcus Nucleic Acid Amplification Assay System,1,,0,0,,866.374,510(K),0,0,1
OZA,MI,MI,"Test, Urea Adult And Pediatric (Breath),",3,,0,0,,866.311,PMA,0,0,0
OZB,MI,MI,Dengue Nucleic Acid Amplification Assay (Naat),2,,0,0,,866.3946,510(K),0,0,1
OZC,SU,PM,Over The Counter Thermal Treatment For Acne.,2,,0,0,,890.574,510(K),0,0,1
OZD,CV,,Temporary Non-Roller Type Left Heart Support Blood Pump,3,,0,0,,,PMA,0,1,0
OZE,MI,MI,Influenza A And Influenza B Multiplex Nucleic Acid Assay,2,,0,0,,866.398,510(K),0,0,0
OZF,PA,IM,"Tissue Rna Preservative For Collection, Storage, And Transportation",2,,0,0,,866.407,510(K),0,0,1
OZG,CV,,Transcatheter Septal Occluder (Atrial),3,,0,0,,,PMA,1,0,1
OZH,CV,,Transcatheter Septal Occluder (Ventricular),3,,0,0,,,PMA,1,0,1
OZI,OR,OR,Internal Hinged Elbow Fixator,2,,0,0,,888.303,510(K),1,0,1
OZJ,NE,,"Inhibitor, Postoperative Fibrosis (Adhesion Barrier)",Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
OZK,HO,HO,"Thermometer, Exhaled Breath",2,,0,0,,880.291,510(K),0,0,0
OZN,MI,MI,C. Difficile Toxin Gene Amplification Assay,2,,0,0,,866.313,510(K),0,0,0
OZO,CH,,"Automated Insulin Dosing , Threshold Suspend",3,,0,0,,,PMA,0,0,0
OZP,CH,,"Automated Insulin Dosing Device System, Single Hormonal Control",3,,0,0,,,PMA,0,0,0
OZQ,CH,,"Automated Insulin Dosing  Device System, Bihormonal Control",3,,0,0,,,PMA,0,0,0
OZR,AN,DE,Intraoral Pressure Gradient Device,2,,0,1,,872.557,510(K),0,0,1
OZT,CV,CV,Balloon Aortic Valvuloplasty,2,,0,0,,870.1255,510(K),0,0,1
OZW,GU,HO,Ingestible Event Marker,2,,0,0,,880.6305,510(K),0,0,1
OZX,MI,MI,Mycoplasma Pneumoniae Dna Assay System,2,,0,0,,866.398,510(K),0,0,1
OZY,MI,MI,Chlamydophila Pneumoniae Dna Assay System,2,,0,0,,866.398,510(K),0,0,1
OZZ,MI,MI,Bordetella Pertussis Dna Assay System,2,,0,0,,866.398,510(K),0,0,1
PAA,RA,,Automated Breast Ultrasound,3,,0,0,,,PMA,0,0,1
PAB,MI,,Cytomegalovirus (Cmv) Dna Quantitative Assay,3,,0,0,,,PMA,0,0,0
PAD,HO,HO,Chest Drainage Kit,2,,1,0,,880.674,Enforcement Discretion,0,0,1
PAE,PM,PM,Upper Extremity Prosthesis With Multiple Simultaneous Degrees Of Freedom And Controlled Via Cutaneous Electromyography,2,,0,0,,890.345,510(K),0,0,1
PAF,IM,IM,Voltage Gated  Calcium Channel (Vgcc) Antibody Assay,2,,0,1,,866.566,510(K),0,0,1
PAG,GU,SU,"Mesh, Surgical, Non-Synthetic, Urogynecologic, For Stress Urinary Incontinence, Retropubic Or Transobturator",2,,0,0,,878.33,510(K),1,0,1
PAH,GU,SU,"Mesh, Surgical, Synthetic, Urogynecologic, For Stress Urinary Incontinence, Female, Mini-Sling",2,,0,0,,878.33,510(K),1,0,1
PAI,OB,OB,"Mesh, Surgical, Non-Synthetic, Urogynecologic, For Pelvic Organ Prolapse, Transvaginally Placed",3,,0,0,,884.598,PMA,1,0,0
PAJ,OB,SU,"Mesh, Surgical, Non-Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed",2,,0,0,,878.33,510(K),1,0,0
PAL,CV,CV,Pulmonic Replacement Heart Valve,HDE,,0,0,,870.3925,HDE - Humanitarian Device Exemption,1,1,1
PAM,MI,MI,Gram-Positive Bacteria And Their Resistance Markers,2,,0,0,,866.3365,510(K),0,0,0
PAN,PA,,Braf Mutation Kit,Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
PAO,OR,OR,"Prosthesis, Shoulder, Semi-Constrained, Metal/Polymer + Additive, Cemented",2,,0,0,,888.366,510(K),1,0,1
PAP,CV,,"Aortic Heart Valve, More Than Minimally Manipulated Allograft",HDE,,0,0,,,HDE - Humanitarian Device Exemption,1,1,1
PAQ,CH,,"Test, Nr2 Antibody",Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
PAR,CH,,"Test, Volatile Organic Compounds Breath Analysis",HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
PAS,OB,,"Rf/Microwave Hyperthermia System, Cancer Treatment",HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
PAT,GU,,Bladder System,HDE,,0,0,,,HDE - Humanitarian Device Exemption,1,0,1
PAV,NE,NE,"Catheter, Neuro-Vasculature, Occluding Balloon",HDE,,0,0,,882.515,HDE - Humanitarian Device Exemption,0,0,0
PAW,CV,SU,Nonabsorbable Expanded Polytetrafluoroethylene Surgical Suture For Chordae Tendinae Repair Or Replacement,2,,0,0,,878.5035,510(K),1,1,1
PAX,NE,,Surgical Kit,HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
PAY,SU,SU,Over-The-Counter Radiofrequency Coagulation Device For Wrinkle Reduction,2,,0,0,,878.442,510(K),0,0,1
PAZ,GU,,Electrical Stimulation  Bladder System,HDE,,0,0,,,HDE - Humanitarian Device Exemption,1,0,1
PBA,HE,,Ecarin Clotting Time,HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,1
PBC,HE,HE,Manual Blood Grouping And Antibody Test Systems,2,,0,0,,864.9175,510(K),0,0,1
PBD,SU,SU,Composite Cultured Skin,HDE,,0,0,,878.4024,HDE - Humanitarian Device Exemption,1,0,1
PBF,OR,OR,Orthopaedic Surgical Planning And Instrument Guides,2,,0,0,,888.303,510(K),0,0,1
PBH,OB,OB,"Embryo Image Assessment System, Assisted Reproduction",2,,0,0,,884.6195,510(K),0,0,1
PBI,OR,OR,"Prosthesis, Hip, Constrained, Cemented Or Uncemented, Metal/Polymer, + Additive",2,,0,0,,888.331,510(K),1,0,1
PBJ,NE,NE,Cranial Distraction System,2,,0,0,,882.533,510(K),1,1,1
PBK,MI,MI,Non-Variola Orthopoxvirus Real-Time Pcr Primer And Probe Set,2,,0,0,,866.3315,510(K),0,0,0
PBL,CV,CV,Temporary Cardiac Support Blood Pump,3,,0,0,,870.436,510(K),0,1,1
PBN,GU,,Apheresis For Focal Glomerulosclerosis In Adult And Pediatric Patients,HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
PBP,GU,GU,Rectal Insert,2,,0,1,,876.598,510(K),0,0,1
PBQ,OB,OB,"Fixation, Non-Absorbable Or Absorbable,  For Pelvic Use",2,,0,0,,884.453,510(K),1,0,0
PBU,OR,,"Bone Void Filler, Syringe",Not classified,For Export Only,0,0,,,Contact ODE,1,0,1
PBX,SU,SU,"Massager, Vacuum, Radio Frequency Induced Heat",2,,0,1,,878.44,510(K),0,0,1
PBY,SU,SU,Temporary Tissue Marker,2,,0,0,,878.43,510(K),0,0,1
PBZ,SU,HO,Image Processing Device For Estimation Of External Blood Loss,2,,0,0,,880.275,510(K),0,0,1
PCA,CH,CH,Dna Genetic Analyzer,2,,0,0,,862.257,510(K) Exempt,0,0,1
PCB,NE,NE,External Cerebrospinal Fluid (Csf) Diversion,2,,0,0,,882.556,510(K),0,0,0
PCC,NE,NE,"Stimulator, Nerve, Electrical, Transcutaneous, For Migraine",2,,0,0,,882.5891,510(K),0,0,0
PCD,PM,PM,Powered Stairway Chair Lift,2,,0,0,,890.515,510(K) Exempt,0,0,1
PCE,PM,PM,Permanently Mounted Wheelchair Platform Lift,2,,0,0,,890.393,510(K) Exempt,0,0,1
PCF,OB,OB,"Sampler, Endocervical",2,,0,1,,884.105,510(K),0,0,1
PCG,IM,IM,21-Hydroxylase Antibody (21-Ohab),2,,0,1,,866.566,510(K),0,0,1
PCH,MI,MI,Gastrointestinal Pathogen Panel Multiplex Nucleic Acid-Based Assay System,2,,0,0,,866.399,510(K),0,0,0
PCI,MI,MI,Gastrointestinal Bacterial Panel Multiplex Nucleic Acid-Based Assay System,2,,0,0,,866.399,510(K),0,0,0
PCK,CV,CV,Pediatric Ventricular Assist Device,HDE,,0,0,,870.3545,HDE - Humanitarian Device Exemption,1,1,0
PCL,MI,MI,"Enzyme Linked Immunoabsorbent Assay, Rubeola Igm",1,,0,0,,866.352,510(K) Exempt,0,0,1
PCM,AN,PM,Portable Liquid Oxygen Unit Stand,1,,0,0,,890.505,510(K) Exempt,0,0,1
PCN,IM,IM,Immunoglobulin G Kappa Heavy And Light Chain Combined,2,,0,1,,866.551,510(K),0,0,1
PCO,IM,IM,Immunoglobulin G Lambda Heavy And Light Chain Combined,2,,0,1,,866.551,510(K),0,0,1
PCQ,NE,,"Inhibitor, Postoperative Fibrosis (Spine Adhesion Barrier)",Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
PCS,RA,RA,Liver Iron Concentration Imaging Companion Diagnostic For Deferasirox,2,,0,0,,892.1001,510(K),0,0,1
PCT,RA,RA,Prostate Immobilizer Rectal Balloon,2,,0,1,,892.572,510(K),0,0,1
PCU,GU,GU,"Pancreatic Stent, Covered, Metallic, Removable",2,,0,0,,876.5015,510(K),1,0,1
PCV,GU,GU,Endoscopic Leak Tester,2,,0,0,,876.15,510(K),0,0,1
PCW,CV,,"Implantable Pulse Generator, Programmer And Battery Charger",Not classified,For Export Only,0,0,,,Enforcement Discretion,1,0,1
PCX,CV,,Artificial Chordae Tendinae Delivery System,Not classified,For Export Only,0,0,,,Contact ODE,0,0,1
PCY,MI,,Investigational Use Only - Microbiology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PCZ,HE,,Investigational Use Only - Immunology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PDA,CH,,Investigational Use Only - Clinical Chemistry,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PDB,TX,,Investigational Use Only - Clinical Toxicology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PDC,HE,,Investigational Use Only - Hematology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PDD,PA,,Investigational Use Only - Pathology,Not classified,Enforcement Discretion,1,0,,,Enforcement Discretion,0,0,1
PDE,IM,IM,Immunoglobulin M Kappa Heavy And Light Chain Combined,2,,0,1,,866.551,510(K),0,0,1
PDF,IM,IM,Immunoglobulin M Lambda Heavy And Light Chain Combined,2,,0,1,,866.551,510(K),0,0,1
PDG,SU,SU,Electrosurgical Vessel And/Or Tissue Sealer. With Built-In Generator.,2,,0,1,,878.44,510(K),0,0,1
PDH,HO,HO,"Blanket, Neonatal Phototherapy",2,,0,1,,880.57,510(K),0,0,0
PDI,GU,,Beta 2-Microglobulin Apheresis Column,HDE,,0,0,,,HDE - Humanitarian Device Exemption,0,0,0
PDJ,CH,CH,Hemoglobin A1c Test System,2,,0,0,,862.1373,510(K),0,0,0
PDK,RA,RA,Cream For X-Ray Attenuation,2,,0,1,,892.651,510(K),0,0,1
PDO,PA,HE,Early Growth Response Gene 1 (Egr1) Fish Probe Kit For Specimen Characterization,2,,0,1,,864.187,510(K),0,0,1
PDQ,NE,EN,Neurosurgical Nerve Locator,2,,0,0,,874.182,510(K),0,0,1
PDR,AN,,Computer-Assisted Personalized Sedation System,3,,0,0,,,PMA,0,0,1
PDS,CH,CH,Amniotic Fluid Protein Immunoassay,1,,0,1,,862.155,510(K),0,0,1
PDT,SU,AN,Burn Resuscitation Decision Support Software,2,,0,1,,868.189,510(K),0,0,0
PDU,CV,CV,Catheter For Crossing Total Occlusions,2,,0,0,,870.125,510(K),0,0,1
PDW,SU,SU,Internal Tissue Marker,2,,0,0,,878.467,510(K),0,0,1
PDX,IM,HE,Flow Cytometry Calibrator,2,,0,1,,864.522,510(K),0,0,1
PDY,TX,TX,Organophosphate Test System,2,,0,0,,862.3652,510(K),0,0,0
PDZ,SU,SU,Lasers For Temporary Increase Of Clear Nail In Patients With Onychomycosis,2,,0,0,,878.481,510(K),0,0,1
PEA,GU,GU,"Endoscope, Accessories, Image Post-Processing For Color Enhancement",2,,0,0,,876.15,510(K),0,0,1
PEB,OB,OB,"Lubricant, Personal, Gamete, Fertilization, And Embryo Compatible",2,,0,0,,884.53,510(K),0,0,1
PEC,HO,HO,Sterilizer Automated Loading System,2,,0,1,,880.688,510(K),0,0,1
PEF,HO,HO,Heparin Flush In 0.45% Sodium Chloride,2,,0,0,,880.52,510(K),0,0,1
PEG,CH,CH,Nucleic Acid Quantitation Kit,1,,0,0,,862.231,510(K) Exempt,0,0,1
PEH,GU,GU,Hemodialysis Catheter Luer End Cap,2,,0,0,,876.554,510(K),0,0,0
PEJ,CH,,Salivary Estriol Test,3,,0,0,,,PMA,0,0,1
PEK,OR,OR,Spinous Process Plate,2,,0,0,,888.305,510(K),1,0,1
PEM,DE,SU,Dental Barriers And Sleeves,2,,0,1,,878.437,510(K),0,0,1
PEN,MI,MI,Gram-Negative Bacteria And Associated Resistance Markers,2,,0,0,,866.3365,510(K),0,0,0
PEO,MI,MI,"Fungal Organisms, Nucleic Acid-Based Assay",2,,0,0,,866.3365,510(K),0,0,0
PEP,HE,,Molecular Erythrocyte Typing Test,3,,0,0,,,PMA,0,0,1
PEQ,HO,HO,Accessories To Examination Light,1,,0,0,,880.632,510(K) Exempt,0,0,1
PER,CH,CH,"Automated Pipetting, Diluting And Specimen Processing Workstations For Flow Cytometric Analysis",1,,0,0,,862.275,510(K) Exempt,0,0,1
PET,IM,IM,Anti-Ss-A Ro60 Autoantibodies,2,,0,1,,866.51,510(K),0,0,1
PEU,MI,MI,"System, Nucleic Acid-Based, Mycobacterium Tuberculosis Complex, Resistance Marker, Direct Specimen",2,,0,0,,866.3373,510(K),0,0,1
PEV,GU,GU,Dialysis Administration Kit,2,,0,0,,876.582,Enforcement Discretion,0,0,1
PEW,GU,GU,Implantable Transprostatic Tissue Retractor System,2,,0,0,,876.553,510(K),1,0,1
PEX,MI,MI,"System, Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates",2,,0,0,,866.3361,510(K),0,0,0
PEZ,HO,HO,Central Venous Catheter Dressing Change Kit,2,,0,0,,880.52,Enforcement Discretion,0,0,1
PFA,CV,CV,Non-Invasive Central Venous Manometer,2,,0,0,,870.114,510(K),0,0,1
PFC,SU,,Cultured Human Cell Skin Dressing,3,,0,0,,,PMA,1,0,1
PFE,GU,,Gastrointestinal Liner System,Not classified,For Export Only,0,0,,,Contact ODE,1,0,1
PFF,TX,IM,High Throughput Dna Sequence Analyzer,2,,0,0,,862.2265,510(K) Exempt,0,0,1
PFG,PA,HE,"Dna Fish Probe Kit For Specimen Characterization, Human Chromosome, Hematological Disorders",2,,0,1,,864.187,510(K),0,0,1
PFH,GU,GU,Venous Window Needle Guide,2,,0,0,,876.554,510(K),1,1,1
PFJ,OB,OB,"Catheter, Balloon, Dilation Of Cervical Canal Prior To Labor",2,,0,1,,884.426,510(K),0,0,0
PFK,PA,HE,Quality Control For Molecular Immunohematology Tests,2,,0,1,,864.965,510(K),0,0,1
PFL,DE,DE,"Intraoral, Dental Foam Protector",1,,0,0,,872.689,510(K) Exempt,0,0,1
PFM,OR,,Hemibridge System,Not classified,For Export Only,0,0,,,Contact ODE,1,0,1
PFN,NE,,Implanted Brain Stimulator For Epilepsy,3,,0,0,,,PMA,1,0,0
